source_state,property_id,owner_name,holder_name,address,city,state,postal_code,property_type,property_type_code,property_value,report_year,uuid
TX,14345338,GILLETTE HOLDINGS,PROVIDENCE TITLE CO,,,TX,00000,ESCROW ACCOUNT,TR04,5000.0,2016,Br_0F58Bqu6IKIxAPsj2
TX,76614006,GLASGOW  HOLDINGS,ENSIGN OPERATING LLC,#### GASTON AVENUE  ####,DALLAS,TX,75214,MINERAL ROYALTY,MI02,44.96,2022,XKgUGJ8BdwRK0i0yW6m5
TX,59322718,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,902.99,2019,zM8LGJ8Bqu6IKIxAU6Az
TX,64046538,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,28.54,2020,yV8NGJ8Bj6Q_lu2XoiKJ
TX,77434200,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,49.25,2022,QtYUGJ8Bqu6IKIxAy8oR
TX,83371400,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,CURRENT PRODUCTION PAYMENT,MI10,27.05,2023,OtgXGJ8BPFHwP-jRqBu3
TX,103989942,GLASGOW HOLDINGS,Not Disclosed,#### GASTON AVE APT ###,DALLAS,TX,75214,Not Disclosed,MI10,42.75,2025,B7MjGJ8BgbHqyneg1e7s
TX,69989792,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,34.42,2021,cX0QGJ8BMOBo_ZuOu6c-
TX,49307206,GLASGOW HOLDINGS,PIONEER NATURAL RESOURCES USA INC,BAD ADDRESS/LAST KNOWN,DALLAS,TX,75214,MINERAL ROYALTY,MI02,267.57,2018,86MGGJ8BdxBbIqahiajc
TX,59322716,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,95.31,2019,ys8LGJ8Bqu6IKIxAU6Az
TX,59322717,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,419.9,2019,y88LGJ8Bqu6IKIxAU6Az
TX,77434197,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,27.84,2022,QNYUGJ8Bqu6IKIxAy8oR
TX,91543425,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,CURRENT PRODUCTION PAYMENT,MI10,29.3,2024,XGkcGJ8Bj6Q_lu2XlI9T
TX,91543428,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,CURRENT PRODUCTION PAYMENT,MI10,39.53,2024,XWkcGJ8Bj6Q_lu2XlI9T
TX,100219381,GLASGOW HOLDINGS,Not Disclosed,#### GASTON AVENUE NO ###,DALLAS,TX,75214,Not Disclosed,MI02,37.92,2025,cbYhGJ8BdxBbIqahW3_z
TX,59322715,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,458.28,2019,yc8LGJ8Bqu6IKIxAU6Az
TX,64046540,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,27.62,2020,yl8NGJ8Bj6Q_lu2XoiKJ
TX,64046541,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,53.93,2020,y18NGJ8Bj6Q_lu2XoiKJ
TX,77434199,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,MINERAL ROYALTY,MI02,27.01,2022,QdYUGJ8Bqu6IKIxAy8oR
TX,83371398,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,CURRENT PRODUCTION PAYMENT,MI10,25.43,2023,OdgXGJ8BPFHwP-jRqBu3
TX,83371401,GLASGOW HOLDINGS,EOG RESOURCES INC,#### GASTON AVE APT ###,DALLAS,TX,75214,CURRENT PRODUCTION PAYMENT,MI10,57.2,2023,O9gXGJ8BPFHwP-jRqBu3
TX,69776757,GLOBAL HOLDINGS,CENTERPOINT ENERGY INC,98 MEDITERRA WAY CT,SPRING,TX,77389,UTILITY DEPOSIT,UT01,44.92,2021,WqUQGJ8BdwRK0i0ypN58
TX,60667325,GLOBALONE HOLDINGS,WELLS FARGO BANK NA,#### LOUETTA RD STE B### ###,SPRING,TX,77379,CASHIER'S CHECK,CK01,270.0,2019,qqILGJ8BdwRK0i0y_kNc
TX,60693401,GLOBALONE HOLDINGS,WELLS FARGO BANK NA,#### LOUETTA RD STE B### ###,SPRING,TX,77379,CASHIER'S CHECK,CK01,50.0,2019,d6ILGJ8BdwRK0i0y_ltj
TX,85656548,GMLT  HOLDINGS,TEP Barnett USA  LLC,4628 EASTLAND ST,FORT WORTH,TX,76119,MINERAL ROYALTY,MI02,127.53,2023,AtoZGJ8Bqu6IKIxABkWq
TX,72644153,GMLT HOLDINGS,TEP Barnett USA  LLC,4628 EASTLAND ST,FORT WORTH,TX,76119,MINERAL ROYALTY,MI02,163.98,2021,56cSGJ8BdwRK0i0yIQfg
TX,76303488,GMLT HOLDINGS,TEP Barnett USA  LLC,4628 EASTLAND ST,FORT WORTH,TX,76119,MINERAL ROYALTY,MI02,106.53,2022,AkIUGJ8BRez0kkx5Fgai
TX,99345565,GMLT HOLDINGS,Not Disclosed,4628 EASTLAND ST,FORT WORTH,TX,76119,Not Disclosed,MI02,1575.94,2025,-IogGJ8BMOBo_ZuO5Gdw
TX,75140403,GOBER HOLDINGS,ATMOS ENERGY CORP,141 TAHITIAN DR,BASTROP,TX,78602,REFUND OR REBATE,UT03,203.28,2022,XwETGJ8BWDpOTxa9W7qD
TX,73918595,GPH HOLDINGS,Ferguson Enterprises LLC,17220 ROCKY RIDGE RD,AUSTIN,TX,78734,ACCOUNTS RECEIVABLE CREDIT BALANCE,MS09,325.77,2021,FtQSGJ8BPFHwP-jRxzfu
TX,73918596,GPH HOLDINGS,Ferguson Enterprises LLC,17220 ROCKY RIDGE RD,AUSTIN,TX,78734,ACCOUNTS RECEIVABLE CREDIT BALANCE,MS09,325.77,2021,F9QSGJ8BPFHwP-jRxzfu
